Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,Product Name,Index
DEBIT,4,4,8.7,43.5,Shipping on time,0,24,Women's Apparel,South El Monte,EE. UU.,XXXXXXXXX,Mary,6064,Smith,XXXXXXXXX,Consumer,CA,8696 Silent Beacon Landing,91733,5,Golf,34.05,-118.05,Europe,Winterthur,Suiza,6064,,12023,502,6.5,0.13,30038,50,0.2,1,50,43.5,8.7,Western Europe,ON_HOLD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42184.49306,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,151
DEBIT,5,4,4.67,9.94,Late delivery,1,61,CDs ,Eugene,EE. UU.,XXXXXXXXX,Renee,12912,Barker,XXXXXXXXX,Consumer,OR,57 High Villas ,97405,9,Discs Shop,44.03,-123.09,Europe,Zurich,Suiza,12912,42988,69359,1348,1.350000024,0.12,172674,11.29,0.47,1,11.29,9.94,4.67,Western Europe,ON_HOLD,,1348,61,,http://images.acmesports.sports/CDs+of+rock,11.29,0,43022.46597,Standard Class,CDs of rock,152
TRANSFER,4,4,61.1,129.99,Shipping on time,0,18,Men's Footwear,Cumberland,EE. UU.,XXXXXXXXX,Thomas,3957,Smith,XXXXXXXXX,Corporate,MD,1110 Merry Trace,21502,4,Apparel,39.64,-78.82,Europe,Zurich,Suiza,3957,43076,63283,403,0,0,158215,129.99,0.47,1,129.99,129.99,61.1,Western Europe,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,129.99,0,42932.77083,Standard Class,Nike Men's CJ Elite 2 TD Football Cleat,153
PAYMENT,6,4,-18.72,1440,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Taylor,14343,Lyons,XXXXXXXXX,Corporate,PR,9375 Harvest Circuit,725,10,Technology,18.22,-66.04,Europe,Zurich,Suiza,14343,,70790,1351,60,0.04,174105,1500,-0.01,1,1500,1440,-18.72,Western Europe,PENDING_PAYMENT,,1351,64,,http://images.acmesports.sports/Dell+Laptop,1500,0,43044.35556,Standard Class,Dell Laptop,154
DEBIT,3,4,19.11,91,Advance shipping,0,24,Women's Apparel,Denver,EE. UU.,XXXXXXXXX,Mary,12072,Stevens,XXXXXXXXX,Consumer,CO,3422 Jagged Willow Way,80231,5,Golf,39.66,-104.87,Europe,Zurich,Suiza,12072,42283,10967,502,9,0.09,27474,50,0.21,2,100,91,19.11,Western Europe,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42168.07778,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,155
DEBIT,4,4,51.15,104.38,Shipping on time,0,17,Cleats,South El Monte,EE. UU.,XXXXXXXXX,Mary,6064,Smith,XXXXXXXXX,Consumer,CA,8696 Silent Beacon Landing,91733,4,Apparel,34.05,-118.05,Europe,Winterthur,Suiza,6064,,12023,365,15.60000038,0.13,30034,59.99,0.49,2,119.98,104.38,51.15,Western Europe,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42184.49306,Standard Class,Perfect Fitness Perfect Rip Deck,156
DEBIT,6,2,52.41,201.57,Late delivery,1,17,Cleats,Laredo,EE. UU.,XXXXXXXXX,Wayne,10286,Curtis,XXXXXXXXX,Home Office,TX,7192 Lost Bank,78046,4,Apparel,27.48,-99.47,Europe,Zurich,Suiza,10286,,16280,365,38.38999939,0.16,40651,59.99,0.26,4,239.96,201.57,52.41,Western Europe,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42248.63542,Second Class,Perfect Fitness Perfect Rip Deck,157
DEBIT,6,4,-97.23,114.39,Late delivery,1,18,Men's Footwear,Sacramento,EE. UU.,XXXXXXXXX,Diane,11613,Taylor,XXXXXXXXX,Home Office,CA,4463 Cotton Quail Forest,95828,4,Apparel,38.5,-121.42,Europe,Zurich,Suiza,11613,42348,19500,403,15.60000038,0.12,48727,129.99,-0.85,1,129.99,114.39,-97.23,Western Europe,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,129.99,0,42295.64028,Standard Class,Nike Men's CJ Elite 2 TD Football Cleat,158
DEBIT,2,1,78.02,165.99,Late delivery,1,48,Water Sports,Milford,EE. UU.,XXXXXXXXX,Brenda,4901,Smith,XXXXXXXXX,Consumer,CT,3504 Dusty View Loop,6460,7,Fan Shop,41.2,-73.09,Europe,Zurich,Suiza,4901,42045,18783,1073,34,0.17,46967,199.99,0.47,1,199.99,165.99,78.02,Western Europe,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,199.99,0,42281.17361,First Class,Pelican Sunstream 100 Kayak,159
PAYMENT,3,2,98,195.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Patricia,6297,Contreras,XXXXXXXXX,Consumer,PR,5548 Tawny Embers Nook,725,7,Fan Shop,18.28,-66.37,Europe,Zurich,Suiza,6297,,17672,1073,4,0.02,44149,199.99,0.5,1,199.99,195.99,98,Western Europe,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,199.99,0,42265.95556,Second Class,Pelican Sunstream 100 Kayak,160
DEBIT,2,1,45,149.99,Late delivery,1,48,Water Sports,Garden Grove,EE. UU.,XXXXXXXXX,Amanda,8469,Smith,XXXXXXXXX,Consumer,CA,4599 Crystal Avenue,92843,7,Fan Shop,33.77,-117.94,Europe,Zurich,Suiza,8469,,16640,1073,50,0.25,41584,199.99,0.3,1,199.99,149.99,45,Western Europe,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,199.99,0,42249.89028,First Class,Pelican Sunstream 100 Kayak,161
TRANSFER,6,2,18.79,39.98,Shipping canceled,0,46,Indoor/Outdoor Games,Honolulu,EE. UU.,XXXXXXXXX,Mary,9869,Smith,XXXXXXXXX,Home Office,HI,4063 Little Creek Court,96816,7,Fan Shop,21.29,-157.8,Europe,Winterthur,Suiza,9869,,63310,1014,10,0.2,158289,49.98,0.47,1,49.98,39.98,18.79,Western Europe,SUSPECTED_FRAUD,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42935.16458,Second Class,O'Brien Men's Neoprene Life Vest,162
TRANSFER,2,1,-43.5,347.98,Shipping canceled,0,45,Fishing,San Pedro,EE. UU.,XXXXXXXXX,Catherine,4571,Roman,XXXXXXXXX,Consumer,CA,3006 Merry Timber Pointe,90731,7,Fan Shop,33.74,-118.28,Europe,Zurich,Suiza,4571,,15388,1004,52,0.13,38490,399.98,-0.13,1,399.98,347.98,-43.5,Western Europe,CANCELED,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42231.61458,First Class,Field & Stream Sportsman 16 Gun Fire Safe,163
TRANSFER,2,1,39.04,118.29,Late delivery,1,18,Men's Footwear,Brooklyn,EE. UU.,XXXXXXXXX,Carol,3031,Smith,XXXXXXXXX,Consumer,NY,4166 Stony Berry Alley,11214,4,Apparel,40.65,-73.94,Europe,Zurich,Suiza,3031,,11990,403,11.69999981,0.09,29958,129.99,0.33,1,129.99,118.29,39.04,Western Europe,PROCESSING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,129.99,0,42182.01111,First Class,Nike Men's CJ Elite 2 TD Football Cleat,164
TRANSFER,2,1,103.99,399.98,Late delivery,1,45,Fishing,Brooklyn,EE. UU.,XXXXXXXXX,Carol,3031,Smith,XXXXXXXXX,Consumer,NY,4166 Stony Berry Alley,11214,7,Fan Shop,40.65,-73.94,Europe,Zurich,Suiza,3031,,11990,1004,0,0,29960,399.98,0.26,1,399.98,399.98,103.99,Western Europe,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42182.01111,First Class,Field & Stream Sportsman 16 Gun Fire Safe,165
TRANSFER,2,1,138.59,395.98,Late delivery,1,45,Fishing,Brooklyn,EE. UU.,XXXXXXXXX,Carol,3031,Smith,XXXXXXXXX,Consumer,NY,4166 Stony Berry Alley,11214,7,Fan Shop,40.65,-73.94,Europe,Zurich,Suiza,3031,,11990,1004,4,0.01,29959,399.98,0.35,1,399.98,395.98,138.59,Western Europe,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42182.01111,First Class,Field & Stream Sportsman 16 Gun Fire Safe,166
TRANSFER,2,1,117.59,391.98,Late delivery,1,45,Fishing,Brooklyn,EE. UU.,XXXXXXXXX,Carol,3031,Smith,XXXXXXXXX,Consumer,NY,4166 Stony Berry Alley,11214,7,Fan Shop,40.65,-73.94,Europe,Zurich,Suiza,3031,,11990,1004,8,0.02,29957,399.98,0.3,1,399.98,391.98,117.59,Western Europe,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42182.01111,First Class,Field & Stream Sportsman 16 Gun Fire Safe,167
DEBIT,6,2,29.1,387.98,Late delivery,1,45,Fishing,Elk Grove,EE. UU.,XXXXXXXXX,Debra,5791,Lutz,XXXXXXXXX,Consumer,CA,5500 Noble Brook Circuit,95758,7,Fan Shop,38.41,-121.44,Europe,Zurich,Suiza,5791,,67930,1004,12,0.03,169820,399.98,0.08,1,399.98,387.98,29.1,Western Europe,ON_HOLD,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,43002.60625,Second Class,Field & Stream Sportsman 16 Gun Fire Safe,168
TRANSFER,5,4,37.51,331.98,Shipping canceled,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,2851,Huffman,XXXXXXXXX,Home Office,PR,1795 Thunder Ramp,725,7,Fan Shop,18.3,-66.37,Europe,Zurich,Suiza,2851,,67569,1004,68,0.17,168929,399.98,0.11,1,399.98,331.98,37.51,Western Europe,SUSPECTED_FRAUD,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42996.33611,Standard Class,Field & Stream Sportsman 16 Gun Fire Safe,169
TRANSFER,2,1,47.51,143.98,Shipping canceled,0,17,Cleats,Jacksonville,EE. UU.,XXXXXXXXX,Mary,3032,Wilson,XXXXXXXXX,Consumer,NC,7790 Misty Elk Line,28540,4,Apparel,34.75,-77.43,Europe,Zurich,Suiza,3032,,64079,365,35.99000168,0.2,160212,59.99,0.33,3,179.97,143.98,47.51,Western Europe,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42942.39028,First Class,Perfect Fitness Perfect Rip Deck,170
TRANSFER,2,1,72.63,207.5,Shipping canceled,0,24,Women's Apparel,San Pedro,EE. UU.,XXXXXXXXX,Catherine,4571,Roman,XXXXXXXXX,Consumer,CA,3006 Merry Timber Pointe,90731,5,Golf,33.74,-118.28,Europe,Zurich,Suiza,4571,,15388,502,42.5,0.17,38489,50,0.35,5,250,207.5,72.63,Western Europe,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42231.61458,First Class,Nike Men's Dri-FIT Victory Golf Polo,171
TRANSFER,3,2,-204.73,116.99,Late delivery,1,18,Men's Footwear,Hanford,EE. UU.,XXXXXXXXX,Bryan,9470,Smith,XXXXXXXXX,Consumer,CA,3927 Rustic Mews,93230,4,Apparel,36.33,-119.64,Europe,Winterthur,Suiza,9470,,63312,403,13,0.1,158295,129.99,-1.75,1,129.99,116.99,-204.73,Western Europe,PROCESSING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,129.99,0,42932.19375,Second Class,Nike Men's CJ Elite 2 TD Football Cleat,172
TRANSFER,3,2,-266.49,156.76,Late delivery,1,29,Shop By Sport,Hanford,EE. UU.,XXXXXXXXX,Bryan,9470,Smith,XXXXXXXXX,Consumer,CA,3927 Rustic Mews,93230,5,Golf,36.33,-119.64,Europe,Winterthur,Suiza,9470,,63312,627,3.200000048,0.02,158294,39.99,-1.7,4,159.96,156.76,-266.49,Western Europe,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,39.99,0,42932.19375,Second Class,Under Armour Girls' Toddler Spine Surge Runni,173
TRANSFER,4,4,50.77,120.89,Shipping on time,0,18,Men's Footwear,Milford,EE. UU.,XXXXXXXXX,Mary,4976,Smith,XXXXXXXXX,Consumer,CT,9601 Jagged River Bay,6460,4,Apparel,41.2,-73.09,Europe,Zurich,Suiza,4976,,11993,403,9.100000381,0.07,29962,129.99,0.42,1,129.99,120.89,50.77,Western Europe,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,129.99,0,42184.05486,Standard Class,Nike Men's CJ Elite 2 TD Football Cleat,174
TRANSFER,4,4,39.95,353.53,Shipping on time,0,63,Children's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Aphrodite,13626,Alvarez,XXXXXXXXX,Corporate,PR,6179 Silver Alley,725,4,Apparel,18.26,-66.04,Europe,Zurich,Suiza,13626,,70073,1350,3.569999933,0.01,173388,357.1,0.11,1,357.1,353.53,39.95,Western Europe,PENDING,,1350,63,,http://images.acmesports.sports/Children+heaters,357.1,0,43031.88889,Standard Class,Children's heaters,175
TRANSFER,4,4,12.73,28.28,Shipping on time,0,59,Books ,Caguas,Puerto Rico,XXXXXXXXX,Shafira,12516,Kelly,XXXXXXXXX,Corporate,PR,3891 Broad Line ,725,8,Book Shop,18.24,-66.37,Europe,Zurich,Suiza,12516,42804,68963,1346,2.799999952,0.09,172278,31.08,0.45,1,31.08,28.28,12.73,Western Europe,PROCESSING,,1346,59,,http://images.acmesports.sports/Sports+Books,31.08,0,43015.68542,Standard Class,Sports Books ,176
PAYMENT,3,2,23.76,88,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Patricia,6297,Contreras,XXXXXXXXX,Consumer,PR,5548 Tawny Embers Nook,725,5,Golf,18.28,-66.37,Europe,Zurich,Suiza,6297,,17672,502,12,0.12,44151,50,0.27,2,100,88,23.76,Western Europe,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42265.95556,Second Class,Nike Men's Dri-FIT Victory Golf Polo,177
PAYMENT,3,2,47.22,98.38,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Patricia,6297,Contreras,XXXXXXXXX,Consumer,PR,5548 Tawny Embers Nook,725,5,Golf,18.28,-66.37,Europe,Zurich,Suiza,6297,,17672,627,21.59000015,0.18,44148,39.99,0.48,3,119.97,98.38,47.22,Western Europe,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,39.99,0,42265.95556,Second Class,Under Armour Girls' Toddler Spine Surge Runni,178
PAYMENT,3,2,34.19,189.95,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Patricia,6297,Contreras,XXXXXXXXX,Consumer,PR,5548 Tawny Embers Nook,725,5,Golf,18.28,-66.37,Europe,Zurich,Suiza,6297,,17672,627,10,0.05,44150,39.99,0.18,5,199.95,189.95,34.19,Western Europe,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,39.99,0,42265.95556,Second Class,Under Armour Girls' Toddler Spine Surge Runni,179
PAYMENT,5,4,16.63,49.19,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Lawrence,8205,Cummings,XXXXXXXXX,Consumer,PR,6716 Wishing Pioneer Thicket,725,4,Apparel,18.23,-66.37,Europe,Zurich,Suiza,8205,43076,63279,365,10.80000019,0.18,158210,59.99,0.34,1,59.99,49.19,16.63,Western Europe,PAYMENT_REVIEW,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42933.7125,Standard Class,Perfect Fitness Perfect Rip Deck,180
PAYMENT,4,4,3.57,9.82,Shipping on time,0,61,CDs ,Caguas,Puerto Rico,XXXXXXXXX,Iola,12911,Wallace,XXXXXXXXX,Consumer,PR,9128 Little Cloud Bay,725,9,Discs Shop,18.26,-66.04,Europe,Zurich,Suiza,12911,42988,69358,1348,1.470000029,0.13,172673,11.29,0.36,1,11.29,9.82,3.57,Western Europe,PENDING_PAYMENT,,1348,61,,http://images.acmesports.sports/CDs+of+rock,11.29,0,43021.45139,Standard Class,CDs of rock,181
DEBIT,3,4,37.5,299.97,Advance shipping,0,9,Cardio Equipment,Denver,EE. UU.,XXXXXXXXX,Mary,12072,Stevens,XXXXXXXXX,Consumer,CO,3422 Jagged Willow Way,80231,3,Footwear,39.66,-104.87,Europe,Zurich,Suiza,12072,42283,10967,191,99.98999786,0.25,27473,99.99,0.13,4,399.96,299.97,37.5,Western Europe,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,99.99,0,42168.07778,Standard Class,Nike Men's Free 5.0+ Running Shoe,182
DEBIT,5,4,-2.26,174,Late delivery,1,24,Women's Apparel,San Antonio,EE. UU.,XXXXXXXXX,Donald,1249,Odom,XXXXXXXXX,Consumer,TX,6759 Foggy Limits,78207,5,Golf,29.43,-98.52,Europe,Zurich,Suiza,1249,,18069,502,26,0.13,45158,50,-0.01,4,200,174,-2.26,Western Europe,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42273.75069,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,183
DEBIT,4,4,152.51,371.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Matthew,8080,Smith,XXXXXXXXX,Home Office,PR,1143 Golden Quail Gardens,725,7,Fan Shop,18.24,-66.37,Europe,Zurich,Suiza,8080,,63723,1004,28,0.07,159290,399.98,0.41,1,399.98,371.98,152.51,Western Europe,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42939.19375,Standard Class,Field & Stream Sportsman 16 Gun Fire Safe,184
TRANSFER,3,2,110.17,351.98,Late delivery,1,45,Fishing,Hanford,EE. UU.,XXXXXXXXX,Bryan,9470,Smith,XXXXXXXXX,Consumer,CA,3927 Rustic Mews,93230,7,Fan Shop,36.33,-119.64,Europe,Winterthur,Suiza,9470,,63312,1004,48,0.12,158296,399.98,0.31,1,399.98,351.98,110.17,Western Europe,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42932.19375,Second Class,Field & Stream Sportsman 16 Gun Fire Safe,185
DEBIT,2,4,-17.1,299.99,Advance shipping,0,45,Fishing,Oxnard,EE. UU.,XXXXXXXXX,Mary,1169,Smith,XXXXXXXXX,Corporate,CA,1055 Crystal Woods,93030,7,Fan Shop,34.19,-119.18,Europe,Zurich,Suiza,1169,43076,63281,1004,100,0.25,158214,399.98,-0.06,1,399.98,299.99,-17.1,Western Europe,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42930.74167,Standard Class,Field & Stream Sportsman 16 Gun Fire Safe,186
PAYMENT,4,4,32.79,81.97,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Roy,11681,Jackson,XXXXXXXXX,Consumer,PR,8510 Green River Acres,725,7,Fan Shop,18.24,-66.37,Europe,Zurich,Suiza,11681,,18068,1014,17.98999977,0.18,45153,49.98,0.4,2,99.96,81.97,32.79,Western Europe,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42272.73611,Standard Class,O'Brien Men's Neoprene Life Vest,187
PAYMENT,3,2,24.49,48.98,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Patricia,6297,Contreras,XXXXXXXXX,Consumer,PR,5548 Tawny Embers Nook,725,7,Fan Shop,18.28,-66.37,Europe,Zurich,Suiza,6297,,17672,1014,1,0.02,44147,49.98,0.5,1,49.98,48.98,24.49,Western Europe,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42265.95556,Second Class,O'Brien Men's Neoprene Life Vest,188
CASH,2,1,48.48,96.96,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,11470,Strong,XXXXXXXXX,Home Office,PR,6575 Little Boulevard,725,7,Fan Shop,18.28,-66.37,Europe,Zurich,Suiza,11470,,11991,1014,3,0.03,29961,49.98,0.5,2,99.96,96.96,48.48,Western Europe,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42182.02569,First Class,O'Brien Men's Neoprene Life Vest,189
DEBIT,5,2,29.72,94.96,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,6025,Smith,XXXXXXXXX,Corporate,PR,8734 Dewy Expressway,725,7,Fan Shop,18.21,-66.37,Europe,Zurich,Suiza,6025,,11709,1014,5,0.05,29282,49.98,0.31,2,99.96,94.96,29.72,Western Europe,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42180.90972,Second Class,O'Brien Men's Neoprene Life Vest,190
DEBIT,4,2,18.92,99.58,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,11815,Smith,XXXXXXXXX,Home Office,PR,4741 Crystal Lake Pointe,725,5,Golf,18.22,-66.37,Europe,Zurich,Suiza,11815,,17673,627,20.38999939,0.17,44152,39.99,0.19,3,119.97,99.58,18.92,Western Europe,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,39.99,0,42266.97014,Second Class,Under Armour Girls' Toddler Spine Surge Runni,191
PAYMENT,4,4,35.69,101.98,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Roy,11681,Jackson,XXXXXXXXX,Consumer,PR,8510 Green River Acres,725,4,Apparel,18.24,-66.37,Europe,Zurich,Suiza,11681,,18068,365,18,0.15,45155,59.99,0.35,2,119.98,101.98,35.69,Western Europe,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42272.73611,Standard Class,Perfect Fitness Perfect Rip Deck,192
PAYMENT,5,4,63.21,147,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Lawrence,8205,Cummings,XXXXXXXXX,Consumer,PR,6716 Wishing Pioneer Thicket,725,5,Golf,18.23,-66.37,Europe,Zurich,Suiza,8205,43076,63279,502,3,0.02,158209,50,0.43,3,150,147,63.21,Western Europe,PAYMENT_REVIEW,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42933.7125,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,193
PAYMENT,4,4,92.01,293.95,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Roy,11681,Jackson,XXXXXXXXX,Consumer,PR,8510 Green River Acres,725,4,Apparel,18.24,-66.37,Europe,Zurich,Suiza,11681,,18068,365,6,0.02,45151,59.99,0.31,5,299.95,293.95,92.01,Western Europe,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42272.73611,Standard Class,Perfect Fitness Perfect Rip Deck,194
PAYMENT,4,4,-164,205,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Roy,11681,Jackson,XXXXXXXXX,Consumer,PR,8510 Green River Acres,725,5,Golf,18.24,-66.37,Europe,Zurich,Suiza,11681,,18068,502,45,0.18,45154,50,-0.8,5,250,205,-164,Western Europe,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42272.73611,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,195
TRANSFER,2,1,37.67,86.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Amanda,7095,Hogan,XXXXXXXXX,Consumer,PR,3654 Foggy Byway,725,3,Footwear,18.29,-66.37,Europe,Zurich,Suiza,7095,42283,10966,191,13,0.13,27472,99.99,0.43,1,99.99,86.99,37.67,Western Europe,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,99.99,0,42167.06319,First Class,Nike Men's Free 5.0+ Running Shoe,196
TRANSFER,2,1,19.19,106.59,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Amanda,7095,Hogan,XXXXXXXXX,Consumer,PR,3654 Foggy Byway,725,4,Apparel,18.29,-66.37,Europe,Zurich,Suiza,7095,42283,10966,403,23.39999962,0.18,27471,129.99,0.18,1,129.99,106.59,19.19,Western Europe,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,129.99,0,42167.06319,First Class,Nike Men's CJ Elite 2 TD Football Cleat,197
TRANSFER,2,1,1.08,10.84,Late delivery,1,61,CDs ,Caguas,Puerto Rico,XXXXXXXXX,Chloe,12918,Robbins,XXXXXXXXX,Consumer,PR,1591 Foggy Meadow ,725,9,Discs Shop,18.26,-66.04,Europe,Zurich,Suiza,12918,42988,69365,1348,0.449999988,0.04,172680,11.29,0.1,1,11.29,10.84,1.08,Western Europe,PROCESSING,,1348,61,,http://images.acmesports.sports/CDs+of+rock,11.29,0,43019.55347,First Class,CDs of rock,198
TRANSFER,2,1,197.38,419.96,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Amanda,7095,Hogan,XXXXXXXXX,Consumer,PR,3654 Foggy Byway,725,3,Footwear,18.29,-66.37,Europe,Zurich,Suiza,7095,42283,10966,191,79.98999786,0.16,27470,99.99,0.47,5,499.95,419.96,197.38,Western Europe,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,99.99,0,42167.06319,First Class,Nike Men's Free 5.0+ Running Shoe,199
